id,text,length,author
973,"With 800,000 people taking $17 billion per year on the DSP, perhaps there's your starting point. The notion that one in about 14 working age people being unable to work due to a claimed disability is a joke.  ",38,TheJediMaster
974,"Possibly, although remember that Australians acknowledged in 2013 that Labor had left a fiscal disaster. People recognise the need for budget restraint and repair, but how best to do it is a bit trickier.",34,TheJediMaster
975,"If the government presented a case to the voters where either GST is increased by $30 billion a year, or welfare is reduced by $30 billion a year, wonder which way Australians would go.",34,TheJediMaster
976,"Whether the report was truth or not - i'll lean towards the not - it was such a blatant partisan attempt to have a go at the conservative government, that whatever words it contained were largely meaningless.  ",37,TheJediMaster
977,"Had she of course prepared the report in 2013, when the flow of asylum seekers was at its peak, it would have been treated as objective. Not real smart, an own goal.",32,TheJediMaster
978,"Nobody wants kids in detention Daisy. But if the choice is to separate them from their parents - often dad can't pass security checks - or keep them all together, what do you do ? ",35,TheJediMaster
979,"Possibly the worst thing that's happened to the asylum seekers over recent years was the Human Rights Commission's dreadful and political kids in detention report. By making such a blatant and partisan political issue of the detention facilities, Triggs polarised domestic opinions.  ",42,TheJediMaster
980,"She probably thought she was being smart and would force the government into a corner. Triggs didn't think that one through too well, and after the three different stories to the Senate committee, finished up with a fair bit of egg on face and a public firmly behind the government's policies. As a result, reports like this one are generally ignored for the most part. That the boats have stopped is the key.",73,TheJediMaster
981,"These people knew that Australia's border protection policies meant that they would probably never make it to the Australian mainland, yet they tried anyway. They knew the risks, yet they came - quite possibly after paying to fly into Indonesia, ditching their ID papers and jumping on a boat. So sadly their role is to be a deterrent to others.  ",60,TheJediMaster
982,"Harsh ? Yes. Ideal ? Not at all. But if it means that others won't drown on the way here, especially kids, then the policy makes sense. Most Australians agree.",30,TheJediMaster
983,"We all want the detention facilities to be emptied, but there is a process to go through. National security issues involved too of course. Labor left a disaster and Abbott fixed it up. Hopefully soon we'll never need to talk about Manus or Nauru again.",45,TheJediMaster
984,"People donate to all sorts of causes because they generally believe in them. Some of us hope that our contributions mean kids eat more food and live in shelter, but to be honest we'll never really know.",37,TheJediMaster
985,"Sure, and I'm not having a go at the workers. But it is a fine line between activism and aid provision. It would be pretty easy for SCA to get that instruction to the troops.",35,TheJediMaster
986,"No you are quite right, i'm not claiming any direct evidence. But there's plenty of examples of NGO's crossing the line from aid provider to activist, e.g. Oxfam. That's the point.",31,TheJediMaster
987,"Yes I read the words. Over the last 15 years I've donated thousands and thousands of dollars to StC, so feel I have the the right to comment. Had also done the same for Oxfam, until they started spending my contributions on bashing corporates and governments.  ",46,TheJediMaster
988,Lol - based on the carry on we hear from the enviro-lobby here in Australia a few people must be shocked that we rank inside the top 10% of countries for our environmental actions. Tony Abbott would be proud.,39,TheJediMaster
989,"Naysayers can cherry pick particular categories - top 8% overall is pretty good, far better than you'd expect based on all the talking down our environmental policies receive from people.",30,TheJediMaster
990,"The forest burns, so what does enviro-champion Bob ""the clown"" Brown do ? Why he goes and creates enough trouble close to the bush fires sufficient that the local police have to divert their precious resources to go and arrest him. ",41,TheJediMaster
991,"A most ignorant post. Whether it was the Chinese, Japanese, Spanish, Portugese, Indonesians, Indians, Dutch, Americans, Mexicans, Chileans - take your pick - Australia would have been colonised at some point along the way. It's always been the way of mankind. Reading articles like this one you would think that time should stand still.  ",54,TheJediMaster
992,"Beauty is in the eye of the beholder i guess, but Australia has become the best country on the planet according to most Australians. It is multicultural, plural and diverse.  ",30,TheJediMaster
993,"That Aboriginal people would begrudge that, some would call selfish. As for backwards and primitive - the world has not stood still over thousands of years. Time to join in ?",31,TheJediMaster
994,"Frankly it's just reality - Aboriginals were never going to be able to stop the march of human progress. Other races and cultures have developed, expanded and for better or worse, colonised. Every corner of the earth.  ",37,TheJediMaster
995,Aboriginals seem to think that they should be able to - right now - have and own the entire continent of Australia for themselves. Thousands of years of human development suggests they're dreaming.,33,TheJediMaster
