id,text,length,author
3052,Only a matter of time before Abbott gets the tap on the shoulder...but even then Turnbull is not a certainty - Julie Bishop is fast evolving as a potential replacement. ,31,TimOfAltona
3053,Very good of you to confirm what everyone is thinking - Labor have no alternative policies - at least none they want to release until roughly 10pm on the eve of next years election.,34,TimOfAltona
3054,All the namby pamby latte sipping limp wristed pinot grigio quaffing lefties sitting in their inner city cafes have no idea of the harsh reality of what it is like to live in these tiny remote communities yet immediately jump in to say the government (tax payer) should continue to pay for these people to live there irrespective of the cost.  ,63,TimOfAltona
3055,"Alcoholism, daily domestic violence, sexual assault, children not attending school, almost zero prospect of employment are all rampant in many of these remote communities, yet on ideology grounds the Labor/Greens cheer squad want the government (tax payer)to endlessly fund this cycle of hopelessness and despair. ",46,TimOfAltona
3056,Someone has to pay for that -they can't live there unless taxpayers maintain them - if that's the case we should all go and live for free in rural areas - the government will support us.,36,TimOfAltona
3057,Who is going to pay for people to live on their own land? How much longer will Australian taxpayers have to maintain other Australians who choose to live in remote areas?  ,33,TimOfAltona
3058,Good comment. I don't think many of the people making comments in this thread actually disagree with the substance of what is being conveyed here - it is because the person conveying it is one Tony Abbott that has them frothing at the mouth. ,45,TimOfAltona
3059,Give it a rest you are talking dribble again - the issue here is communities remaining self sufficient and sustainable without relying on tax payers dollars to fund their lifestyle. The fact they may be aboriginal is neither here nor there - they are Australians and no more entitled to a free ride through life than you or I. ,60,TimOfAltona
3060,"I don't know there are any obligations of any government to support people with welfare who choose to live in a particular area, particularly when the cost to maintain those 'lifestyles' is prohibitive. Do you?",35,TimOfAltona
3061,"I don't think you understand the actual communities being discussed here.....these are areas where there are no services, precious few schools if any, no employment or prospect of employment and everyone pretty much live off welfare. ",37,TimOfAltona
3062,"Abbott is right when he says the cycle must be broken - we are living in the 21st century, this is not Australia 200 years ago. People living in these communities need to be given the opportunity to provide a good upbringing for their children, care properly for the elderly and importantly have jobs to support themselves.",57,TimOfAltona
3063,"Actually you are wrong - indigenous people won't improve their situation by living off welfare and other government handouts for the rest of their lives. The level of alcoholism, domestic violence and sexual assault is many times higher in remote communities living off welfare - breaking the cycle of hopelessness and despair is the best way for people to improve their situation and become contributing members of the community.",69,TimOfAltona
3064,Actually Abbott does make a valid point - people who choose to live in a particular location but only if the government (tax payer) pays for everything so they can live there are not contributing - free loaders?,38,TimOfAltona
3065,"In the meantime thousands of men, women and children from minority communities are being murdered - but the namby pamby limp wristed latte sippers sitting in their cosy inner city cafes are saying - nothing to see here folks - if we ignore it it will just go away. Leftie dickheads.",51,TimOfAltona
3066,"Ian, you or I were not on our way to Darwin to be deported.....there is a massive difference. A potentially hostile person locking themselves in an aircraft toilet does not for a safe flight make. ",36,TimOfAltona
